ID,FC,p
HIGD2A,0.068788435,0.643559119
RHOBTB2,-0.046601882,0.485209513
RGD1306746,0.033836283,0.662609108
ITIH4,0.359756475,0.424134482
SNX33,-0.18867189,0.326346151
HIKESHI,0.105806336,0.072535161
FGF2,0.04296446,0.903426907
0,0.084975828,0.109831542
UPF3A,-0.066981889,0.125377448
ACRBP,0.310834272,0.416407104
TMCO4,0.091374465,0.53940855
APOBR,0.086505253,0.633847526
PCMTD2,0.031260696,0.638911245
RALY,-0.103099005,0.0442198
ATRNL1,0.310885429,0.22724592
FAM160A2,0.05345913,0.08963318
AABR07001512.1,0.211752256,0.537445376
IRF7,-0.551732458,0.115550104
PPIC,0.144139078,0.569102564
GABARAP,-0.015556532,0.612462999
RPS3,-0.138304271,0.018877688
MAP3K4,-0.050921594,0.442798021
NUDT6,-0.259014674,0.115859969
ALPK2,-0.39650934,0.474682583
AMBRA1,0.054785048,0.163347122
CHRNA2,-0.140706584,0.655041873
RRAGC,0.003109914,0.938393932
LOC100909840,0.06426472,0.121695785
MAP1B,0.088044782,0.287331316
LAT,0.105828236,0.721616952
RGD1304884,0.071712582,0.356823818
MGAT3,0.084131927,0.041455355
AABR07007068.1,-0.431850006,0.056369301
TPM3,0.006033938,0.85089879
TMEM87B,0.023375881,0.74466627
NRSN1,-0.082799693,0.228506988
TUBB2B,-0.045561519,0.537475033
NDUFS8,-0.069341954,0.293717334
EIF2S2,-0.083875657,0.067272621
EXOC3L2,-0.091141624,0.711235201
PTPN2,0.071648716,0.57600304
VSTM2B,0.096959915,0.284682929
C1QL3,0.277686705,0.190445867
IMP3,0.011275236,0.896624528
SPATA5,-0.067039756,0.556495714
BLOC1S3,0.077947808,0.543455802
KIF5B,-0.052321503,0.532455293
RAB4A,-0.069890181,0.191233193
TRAPPC6A,-0.281964515,0.156237355
ANXA1,0.001532027,0.993432423
TTC25,0.072840961,0.758857524
MMP23,0.432989204,0.218574039
PCSK7,-0.010379012,0.906090595
SUCLA2,0.080703971,0.293343277
GJA5,-0.22560917,0.705161833
SNX24,-0.115067124,0.267760784
GSE1,0.091307649,0.130384597
CARF,0.128563486,0.241244478
PIAS2,0.09161244,0.069036816
ACP6,0.053066305,0.627988642
KLHDC3,-0.04232228,0.34487139
CNP,-0.357847484,0.107260462
MTSS1L,-0.106130962,0.139535113
SIKE1,0.042766093,0.395252598
PPARGC1B,0.143423363,0.507739843
NPEPO,-0.168032657,0.495152026
CLTB,-0.072722352,0.089178687
KMT5C,-0.028943706,0.821125193
EED,-0.055889849,0.423215364
MFGE8,-0.151479807,0.174260085
DCDC2,-0.277523982,0.136700308
ALDH3B1,-0.077233904,0.508128159
MIGA2,0.039373166,0.592306962
BCL9,0.090173022,0.14953126
H6PD,0.074323625,0.519400679
GPR157,0.161008389,0.551582401
CDC16,0.060601813,0.14404728
LRRC27,0.098666453,0.52882823
MMP9,0.817352186,0.142636678
MRS2,0.035262935,0.651098955
MYLK3,0.566591916,0.464632682
FAM53A,-0.02776827,0.83298297
FBLN7,-0.433475044,0.166453693
MRPL34,0.040576775,0.672432054
MIEF1,-0.052553898,0.356789591
CHRM4,0.367269038,0.020875114
LOC100362216,-0.483368184,0.019643081
TUBB2A,-0.051692432,0.346886743
MDK,-0.213873808,0.152527079
TOE1,-0.001921364,0.982741761
MIB2,-0.048134785,0.221040938
RIT2,-0.012249759,0.851228168
NDUFA2,-0.02954209,0.780281301
GINS2,-0.151344198,0.147368555
BPHL,-0.268869342,0.217733465
MYLIP,0.128623294,0.230270718
RGD1306227,-0.204908013,0.325527823
MAPKAP1,-0.020022855,0.687606935
ABT1,0.093551144,0.191869361
LOC685273,0.088817773,0.241974176
GNAT1,0.177349124,0.715368043
MTR,0.175026193,0.30181091
RSU1,0.178991933,0.127746257
PTPN9,-0.074959291,0.158975405
SRD5A1,-0.047264392,0.530006289
IL34,-0.136174176,0.153636951
RIPOR1,0.031169065,0.531122145
GMDS,0.026463702,0.714859979
P2RX1,1.196380336,0.078047961
FAF2,-0.14336699,0.026626716
C2CD3,0.14349021,0.230760528
NEDD4L,0.072150384,0.263360095
VPS35,0.079240689,0.21012581
TENT4A,-0.057456587,0.280690269
ALDH1A1,0.224011749,0.357228751
SPNS1,0.01709368,0.66049722
NPM3,-0.076631615,0.68391843
TAGLN,0.346809628,0.160213981
CYP20A1,-0.15887226,0.205660827
INPP5A,-0.033239393,0.49567467
RNF44,-0.030323411,0.544930231
ACBD5,0.008271991,0.910257894
USP6NL,0.010028894,0.846325366
MYLPF,-0.087684307,0.739208045
RGD1309651,0.241274543,0.339566014
ZC3H8,0.022386817,0.745181699
EMC8,-0.139578366,0.025517664
PHF23,-0.00779491,0.892239038
HS3ST2,-0.077576314,0.685482334
INPP4A,0.091834906,0.100453851
DOLPP1,-0.05130619,0.605666737
CHD1L,-0.142566268,0.325635181
RASA3,0.084764898,0.160208534
AKR1C14,-0.182765595,0.632890883
BRSK1,-0.109242074,0.05315399
CTCF,0.074497623,0.139151569
PLVAP,-0.094116121,0.686891697
AABR07001064.1,0.096108994,0.21592508
CCKBR,0.049741815,0.81499877
FBXL22,0.249205435,0.177939303
ITIH3,-0.079935878,0.650321806
CCSAP,0.092787834,0.339347298
PPP1R37,0.043710648,0.553472088
SLC2A5,-0.457273764,0.024633217
AABR07012795.1,-0.141579617,0.347162346
MILL1,0.410701085,0.442478436
GPLD1,-0.230091182,0.110870945
UNC93B1,-0.342807119,0.153309854
SEMA3F,-0.338219185,0.238869975
PQLC2,-0.128811453,0.205221883
ABI2,0.186328806,0.033513777
AABR07073038.1,0.033282079,0.155573082
CARTPT,-0.612548258,0.170918276
USP3,-0.076044262,0.628204566
TMCO6,0.03682338,0.749215691
MXD1,-0.009847599,0.891649879
CEPT1,-0.06182536,0.246715725
SF3B3,0.06621677,0.346567196
PNLIP,-0.2367376,0.392416733
EDRF1,0.077836219,0.432641475
PSMG2,0.129906002,0.141602091
PSMD1,-0.048759002,0.112636242
AGPAT4,0.011064006,0.875187218
DGKZ,0.024514075,0.768291933
AABR07053707.1,0.024283848,0.884486575
NUDT5,-0.186453539,0.231389213
DRAM2,-0.184283358,0.143118659
COG4,0.035115132,0.190070615
PARD6A,0.050281837,0.652786401
NKX6-2,-0.328634603,0.148920796
ARL6IP1,0.006383612,0.823054659
MCCC2,-0.110347017,0.268626454
ERCC2,-0.045799377,0.59939644
AC132020.1,0.052266846,0.873936979
LOC361985,0.03454235,0.363222013
CDHR5,-0.334147315,0.198141771
NET1,0.024452428,0.844704574
CAR12,0.02212297,0.950426225
MRVI1,-0.1433043,0.5091064
CDC123,0.015319124,0.818862802
CRISPLD1,-0.334480418,0.262584142
AHCY,0.071861289,0.302227744
AKR7A2,-0.014985243,0.830887351
DNAJC7,-0.020005111,0.601033864
SFRP1,-0.67467288,0.023185137
LRIF1,0.084038927,0.314669876
ACTA1,0.150737766,0.133720664
RIPK1,-0.184873454,0.240532471
KATNAL2,0.443267579,0.289300872
ARHGAP12,-0.054858304,0.434019164
HSPBP1,0.008456426,0.898109824
FOXC1,-0.222393586,0.236483666
ATF4,-0.080786041,0.209090972
APBB1IP,0.036186812,0.721146096
0,0.036381661,0.858614142
KLF15,-0.003061684,0.977814991
UROS,0.016967854,0.84737369
COX4I1,0.021482527,0.787188452
CD14,-0.861572802,0.057174711
NQO2,0.027795274,0.89170111
OGA,0.065263571,0.045621969
NCOA5,-0.083843684,0.141382079
MTRR,0.019332754,0.897001442
EGR3,0.229716403,0.199703081
SSU72,0.005714688,0.909399357
SNX2,0.111580327,0.021946796
ACTN2,0.060375296,0.306688341
RRP36,-0.204652765,0.02548946
ZNF48,0.030256387,0.685197129
SNRNP27,0.060599198,0.16454465
ERCC1,-0.014834558,0.830625371
PIK3C3,-0.012958502,0.804996517
FAM192A,-0.031331027,0.63623091
POLR3K,0.105795768,0.478311917
RPS19BP1,-0.053846916,0.530061779
APBB3,-0.034573794,0.502176461
DCTPP1,-0.04782418,0.796665241
ETFB,-0.302849249,0.162390935
NARS,0.023703581,0.631552774
UCP2,-0.15521864,0.333544709
LOC108348250,0.074324787,0.173137495
TSR3,-0.072262194,0.608178784
ZEB1,-0.257156958,0.139315575
BDP1,0.096775523,0.457952447
SIRT5,-0.044355203,0.344656429
IRF8,-0.431740187,0.091075424
SIDT2,0.006261575,0.896080914
AABR07006089.1,0.0397431,0.627353361
CD53,-0.129118565,0.569564245
DNAJC21,0.195298155,0.041858809
GAB1,-0.290668128,0.151443819
CAMK1D,0.243855541,0.083437476
CAMSAP1,-0.002180989,0.968900056
AABR07006160.1,-0.00748428,0.938589212
MUTYH,0.185582884,0.08638945
SERAC1,0.121259218,0.258467588
CRHBP,-0.149855082,0.533317273
BAIAP3,-0.625792843,0.191473985
ENO1,0.070549468,0.42968461
ADAM8,0.002019358,0.98804817
AKR7A3,-0.434618955,0.202885591
RNF141,-0.096161039,0.413820164
ACY3,-0.299506354,0.121550824
NOL7,0.003545233,0.949821297
MAP1LC3B,0.043739523,0.516636748
UBE2I,-0.089733125,0.257592975
TCAF1,0.035432486,0.472754361
ATP2A3,0.156422856,0.483636333
ATG16L1,-0.029182003,0.484396633
CAVIN3,-0.245858706,0.193428696
DVL2,-0.146880697,0.222211739
REXO1,-0.024950907,0.633405136
CDHR2,-0.137201644,0.18968127
IGLON5,-0.066594072,0.629379234
NUP133,-0.009078956,0.886777006
TPBGL,0.119194085,0.691198809
GAPVD1,0.040215231,0.518935468
LPCAT1,-0.079870663,0.316287414
ST3GAL2,0.080590232,0.148549063
BTAF1,0.208458888,0.023631281
CHN1,0.171222805,0.166519264
RERE,0.128789438,0.006041913
OPTN,0.000357447,0.995761805
SERF1,0.087211467,0.490647921
MVB12A,-0.021662031,0.853887699
RANBP9,0.069507861,0.325747436
0,-0.103449085,0.226600921
GFOD2,-0.050836651,0.668941433
PRELID3A,-0.333261507,0.008924667
NUDT8,-0.093578224,0.216521443
GOLGA7,-0.152877998,0.028166966
CFAP100,0.079066747,0.833350177
DEAF1,0.019839072,0.670507333
SERPINB6A,0.089178083,0.052712262
AABR07001099.1,0.07498404,0.687336989
AFG3L2,0.074747765,0.168190789
ASB13,0.224371686,0.00807917
OLFM3,-0.522581728,0.089957426
GPRIN1,0.02781017,0.42341776
DNAJB13,-0.009948843,0.918037921
SLCO2B1,-0.252312042,0.157062035
SMPD1,0.011815886,0.79411279
MRTO4,0.028116557,0.684885567
ITGAL,-0.586229657,0.08142431
MCM10,-0.080041735,0.901870183
PNLIPRP2,-0.020453058,0.958588243
UBAC1,-0.059686413,0.386774525
ZFP458,0.305653205,0.055080538
MCUR1,0.02879266,0.881984759
UBAP2L,0.089224343,0.101395539
CDK20,-0.000841554,0.992417354
ABCB10,-0.038743867,0.598901757
NEK4,0.124737977,0.209638748
RANBP10,-0.012324495,0.646796946
GTF2H5,-0.129053108,0.019462066
RAB8B,0.023085198,0.874111957
FAM208B,0.236321958,0.0748914
TULP4,0.184473262,0.22241109
LOC100911951,0.519917251,0.021611267
HSPA12A,0.179747807,0.239662035
APBB1,0.028459669,0.514482476
BRIX1,0.101169685,0.254804938
BIN3,-0.019856045,0.849266057
TAF5L,0.018565792,0.81332161
DOC2G,-0.290874175,0.12378563
DDX19A,-0.040675987,0.545210145
SNCB,-0.016303173,0.783461525
GINS4,-0.121769669,0.540331733
MRPL48,-0.075831828,0.172076119
PHYH,-0.100389493,0.046019663
LGALS8,0.016191161,0.826553722
GORASP1,0.0458836,0.420430135
DCTN5,0.064518916,0.133916609
FARP2,-0.045837364,0.36304755
CNKSR3,-0.469392298,0.0184709
FECH,0.061276498,0.311645333
F2RL2,-0.250262436,0.638395967
MRPL2,-0.014135151,0.884174074
TMEM80,0.008517482,0.879913506
RAD1,-0.303742561,0.057738196
BCCIP,0.046071869,0.539091064
SMN1,-0.076156935,0.207593978
NDUFS6,0.053965422,0.673722358
NGDN,-0.009500086,0.921829175
RNF182,0.021646941,0.895992826
SPCS1,-0.11421826,0.249922132
FMO5,-0.304506449,0.256693523
GPAT4,0.052007767,0.301122778
LACTB,0.011269638,0.914716404
SLC26A2,-0.032080425,0.838390169
AABR07004876.1,0.428593228,0.227849491
SLC22A8,-0.216791869,0.032002864
VIM,0.043035489,0.770922435
SRA1,0.05883971,0.116309828
PPP6R1,0.041604752,0.41139917
GDI2,-0.018151042,0.55712727
CD83,0.151421854,0.295416143
SV2C,-0.15359882,0.552884202
NKIRAS2,0.053312845,0.592753475
EMC1,-0.001147532,0.979639875
COA5,-0.077975408,0.142921659
THTPA,-0.028800617,0.577432184
NEU3,-0.187360423,0.36183875
ZFAND5,0.084335583,0.185805054
CLIC4,-0.2825547,0.111919724
SVIL,0.006222299,0.967326873
SLC12A5,0.147924174,0.021517809
AABR07028352.1,-0.067897657,0.779867987
ACADVL,-0.175109813,0.054168494
NDUFV1,0.052380702,0.382037945
ATAD3A,0.006034412,0.924254577
DHX32,0.112498027,0.126768271
TSPAN17,0.073635817,0.582569556
CCNY,0.032163969,0.534928715
SEPHS1,-0.08884121,0.283777685
ABCA1,-0.18132829,0.216834714
UNC50,-0.092385398,0.193206694
NDUFAB1,0.038117236,0.573415608
SLC16A4,-0.039548933,0.864966796
HMGXB3,0.069005361,0.341818914
TUBGCP2,0.089848819,0.085282554
SMAD2,0.009528729,0.908007681
RGD1307443,0.287033508,0.002854626
HPDL,-0.184544987,0.385369718
DEPDC5,0.066851432,0.258924972
CRAT,0.020162532,0.666343846
LOC108348081,0.258114148,0.096964236
SMARCA5,-0.010546449,0.866281525
RBM5,-0.01323051,0.667127689
TMEM181,0.09049329,0.290877739
ANXA4,0.354930238,0.139892065
ZSWIM5,0.061574539,0.563044092
NHEJ1,-0.25323584,0.523758724
IPCEF1,0.221039114,0.234129919
SPCS2,0.003305675,0.950103754
PRKAB2,0.077797524,0.236851201
KLC4,-0.16735086,0.030821351
SLC27A1,-0.035706459,0.596954203
RAB6A,0.050604008,0.416008185
GLT8D1,-0.088203793,0.129243355
STK25,0.011618892,0.881637512
UBR4,0.040744893,0.538324539
TPM1,0.055662609,0.443569358
LAMTOR5,0.061183389,0.368011771
OPRM1,0.578877133,0.126649167
POC5,0.0439954,0.539181048
SRRM1,0.022664618,0.625231946
DAPK1,0.072976741,0.092185919
GAD2,-0.132660525,0.133297842
TTL,-0.016177021,0.880366966
DYNLT1,-0.213898796,0.229327231
UROD,-0.014719606,0.846759311
ABHD17A,-0.076762515,0.278246262
BOK,-0.040202478,0.855780923
SLC22A6,0.519374382,0.156937733
SYT5,-0.009895652,0.923944859
PDE4DIP,0.123969682,0.056130599
AABR07033020.1,-0.01046086,0.944662724
TP53INP2,-0.174688841,0.003905365
ZCCHC14,0.140594734,0.140374257
MFSD14B,-0.050792767,0.313823958
COG2,0.05429956,0.46509187
SLC45A1,0.011578958,0.868799906
GTF2H2,0.062433395,0.403882562
NACC2,-0.200845598,0.024060559
SRF,0.079182436,0.254805423
GAS6,-0.004339112,0.956352861
GSTP1,-0.116503456,0.100786864
DHRS4,-0.125255702,0.209936218
ANK1,0.035485483,0.689061656
CAMKK1,0.3604869,0.113688935
UBFD1,-0.06034822,0.524057336
TDP2,-0.038252969,0.474747896
DHX58,0.028380483,0.871228436
TNNI3,0.282602277,0.493431478
MRC1,-0.216048257,0.541243507
SNCAIP,-0.367508836,0.11499545
CLPTM1,-0.032334861,0.44149872
HPX,0.777205713,0.283623533
HRH2,0.255502436,0.399147255
AMPD3,-0.205047045,0.061234969
B3GNT7,-0.030842143,0.842148372
HHIP,-0.344576829,0.154464978
SCAMP4,-0.083280476,0.136914057
ZFP511,0.093213771,0.431261628
NCL,0.027682308,0.544121335
MGAT4A,-0.093934563,0.234637234
SFXN1,0.00027977,0.993337625
UQCRFS1,-0.006662142,0.927528734
GDA,0.142072865,0.094771188
KCNA2,0.045149235,0.575710811
NCOA6,0.144273605,0.030661426
PARK7,0.008056878,0.891269191
STRIP1,0.034129872,0.488507126
HSPA5,-0.079117806,0.145166675
CCAR2,0.025008829,0.546245593
ANAPC10,-0.173785665,0.044905496
OCLN,-0.265945315,0.052647284
AABR07039356.1,-0.074621397,0.642478143
LARS,-0.00551855,0.928630412
ST8SIA3,0.398678955,0.048018917
CHD4,-0.001294835,0.984497802
ENO4,0.473944984,0.059867305
GRAP2,0.825740608,0.092121355
AAK1,0.218742807,0.132096768
PISD,0.03827672,0.688749184
RPS15A,-0.162546208,0.15660166
SYTL3,0.148160859,0.716516126
PICALM,0.019605051,0.722940304
CNPPD1,0.004350475,0.958108026
PGLS,-0.103533283,0.252019138
FANK1,0.233110681,0.313962419
FAM83F,0.166506775,0.719937728
RBM6,0.108209861,0.013487825
CTU1,0.096447982,0.421756504
EPS8L2,0.227099646,0.31366966
CALY,-0.037848659,0.550126599
VWA1,-0.211644508,0.240559323
CTIF,-0.077000593,0.249086887
ISCA1,0.065222221,0.340770803
ABCE1,0.04808018,0.489325424
AGTR1A,-0.158497035,0.659268398
POLR1B,0.031536335,0.801789192
SHTN1,0.093418139,0.308414041
THAP4,-0.062722122,0.385470779
RAD17,-0.062327994,0.447150697
TRIM3,0.093368597,0.055504045
NT5DC2,-0.488291698,0.029861072
SMAD7,-0.099704422,0.360119716
HECTD3,0.116869729,0.287050825
KAT2A,0.021315012,0.620183528
RGD1310819,0.174009779,0.285790327
TALDO1,-0.019692921,0.808977923
PRX,-0.266252977,0.308222894
TUBB6,0.014480667,0.958647575
CUL9,0.04574378,0.621803615
TLN2,0.184119139,0.089387262
EIF2B3,0.155550387,0.086357298
AC123471.1,-0.390302297,0.331408867
CACNB2,0.115449928,0.07475955
ZFP688,0.192377037,0.248412521
AABR07027567.1,-0.318988305,0.054655021
INPP4B,0.06137184,0.545814352
ADAM12,0.161031577,0.485723149
CHRM1,0.19249535,0.121052288
WDR7,0.075098598,0.393883747
PLD3,0.074019202,0.310973249
CDK2AP2,-0.174931746,0.167021024
USP40,-0.106245339,0.304103948
PRPF18,0.068085133,0.203986496
DNPH1,-0.102572285,0.478865155
CPNE6,0.306159151,0.016174085
GOLM1,-0.162212803,0.287148877
ATG4B,0.010879264,0.873989314
AARS,-0.034939364,0.284196527
APOC4,-0.084171303,0.888497407
WIPF1,-0.147597688,0.306987143
RGD1307554,-0.035449792,0.566853305
NFU1,-0.047294751,0.444412225
POLD3,0.035436636,0.337965322
SFI1,0.013522903,0.766223466
PER3,-0.044833802,0.530674342
CSF1R,-0.336988912,0.073821067
ACOT13,0.041827672,0.67684972
TTBK1,0.080242291,0.399168869
NAA35,-0.079566682,0.152030519
AEN,0.020034009,0.842252448
DYM,0.094117119,0.170984277
NEWGENE_2134,0.04621579,0.896256069
LHX3,-0.399138935,0.534766145
GRK1,0.113894343,0.828073517
HPS6,-0.005820975,0.959623368
STAB1,-0.127587978,0.712003213
ARFIP2,0.018285089,0.678514602
GGT7,0.056639162,0.543414087
AGT,-0.386463979,0.142906175
CEND1,0.002436912,0.971511496
LOC100911440,-0.306307347,0.560383708
UNC13A,0.214708001,0.075219654
NOP2,0.158067369,0.079235101
APOE,-0.256743504,0.080441868
LOC498750,0.017714636,0.650609648
PTPA,0.017007162,0.536986871
PDGFRB,0.075129372,0.374663372
RABEP2,-0.179412019,0.057428758
LIPT1,0.036791232,0.866698724
MITD1,0.142493984,0.044309135
LDB1,-0.023039764,0.689882922
LOC100362339,-0.075810618,0.698292497
EIF4ENIF1,0.119048173,0.006098039
OTUD4,0.214814614,0.092313264
ZPR1,0.049880733,0.530365741
SMAD1,-0.071986022,0.282375976
PLK3,0.054110691,0.660885608
GPR155,0.128137585,0.034376949
RGD1311084,0.08308604,0.671870458
SLC3A2,0.013160569,0.772761764
CD40,-0.55696408,0.199462645
CHCHD5,0.195807816,0.248818263
PPP1R3C,-0.178303213,0.056036479
AABR07028615.1,0.059552163,0.411077126
MON1A,-0.100740871,0.352661347
GFPT1,-0.047905331,0.150346733
CX3CR1,-0.221049858,0.255703932
CDK7,0.0137836,0.896163821
DET1,0.210796559,0.202590526
IMPA2,0.044678724,0.825136172
TRIM21,-0.444181998,0.150978495
AABR07005779.1,0.054591712,0.670289904
NSUN6,-0.012569637,0.885474668
LOC100911186,-0.277380816,0.263848174
EZR,0.005615558,0.96527761
DLG4,-0.0121253,0.608211254
CSNK1G2,-0.154689295,0.018041597
MRPS11,-0.012232982,0.885502492
PCGF5,-0.147859625,0.60680022
IFFO1,0.082652988,0.225141206
PCK2,0.047043409,0.494039387
MRPL46,-0.081138698,0.365546602
FBH1,-0.018223116,0.573561612
NCBP3,0.15812361,0.041996083
SLC25A38,0.028054402,0.781549001
PITPNM1,0.003253365,0.930662099
AABR07026797.1,0.23179251,0.140299604
TOMM40,-0.004564632,0.926400847
CDH22,-0.032107637,0.720855823
PPRC1,-0.014070172,0.687613976
NUP93,-0.090449824,0.551138925
CTSL,-0.164782635,0.007463646
SLC20A1,0.071937309,0.46611008
RAB5C,-0.006944936,0.905636756
AHCYL1,-0.041814628,0.381170729
QSOX2,0.03081598,0.691267693
RCAN3,-0.683418173,0.004616584
NEIL1,0.091335918,0.404598416
KLK8,-0.445884784,0.492601882
EXOSC6,0.2326901,0.019494225
LOC100359583,-0.079545685,0.485953354
RETREG2,0.018835607,0.6734055
DRG1,-0.010775273,0.81994089
RABEPK,0.062207803,0.338910964
TXNDC9,0.030058634,0.578040997
ANKRD1,-0.993014611,0.015608128
GGA2,-0.059932758,0.457582162
CAMTA1,0.029937802,0.738853174
CARNS1,-0.161051221,0.351535958
TUFM,-0.036565591,0.417543975
OLR59,-0.086524045,0.855906678
PDE6D,0.017935462,0.826468283
CRIP3,0.314724379,0.466599365
CENPH,-0.480195577,0.177157238
CDC42EP5,-0.718729954,0.081369338
LENG9,0.347333373,0.041309795
REV1,-0.043279246,0.498317304
PLEKHB1,-0.278288605,0.12504493
GAPDH,0.164503868,0.211601422
ENKUR,0.106501048,0.282066178
ZFAND2B,0.148678698,0.03395384
LENG8,-0.021242947,0.714247589
SLC6A7,0.232951759,0.125035777
RPSA,-0.08901892,0.204633895
HBEGF,-0.020902278,0.884062576
MRPL20,-0.027973196,0.609310971
MPPE1,-0.070009639,0.637966717
SLC35C2,0.038841294,0.665567502
AP3M2,0.150209551,0.071004884
AGTPBP1,0.138530933,0.094262565
PFDN1,-0.099973212,0.181629531
ADSL,0.014172589,0.854688051
SCRN3,0.033701605,0.760458775
CSF1,-0.070335848,0.617026068
AMACR,-0.080333788,0.407467456
BUD13,0.10779777,0.267347888
GPSM1,0.014424726,0.704771789
GLG1,-0.035216659,0.324975277
JAK3,-0.055783209,0.745454622
COMMD4,0.063191015,0.333217862
SEC22B,0.065081171,0.112784376
NTRK3,0.089274636,0.396871673
RGD1562987,0.041114748,0.523558508
AKT2,-0.171739916,0.013844464
RPL17,0.155581277,0.411301926
NES,-0.040133928,0.862004263
DOCK1,-0.197154466,0.051765182
AABR07028237.1,0.218998531,0.287326456
ATXN2L,-0.045046535,0.178346824
FBXW2,-0.052304632,0.574587696
RGD1305464,-0.006228028,0.971207539
RGS17,0.084698091,0.448517463
AURKAIP1,-0.039302822,0.228113068
MC4R,-0.340161775,0.338149719
LIPG,-0.231534339,0.502810828
ABCB6,-0.02940437,0.745034794
WAC,0.027834767,0.659697249
MOBP,-0.44828278,0.099660827
NOLC1,0.032649001,0.474148543
IL15RA,0.337512066,0.406578386
PPP1CA,-0.025706565,0.511390297
PATZ1,-0.099933493,0.338071181
PPCDC,-0.139230817,0.146952454
CAMK2A,0.15200391,0.069587819
ARL5B,0.113217897,0.336493435
CLEC10A,-0.692550572,0.08797965
DENND2C,-0.382458277,0.068424702
RPP30,0.03594721,0.678578207
CIR1,0.039644385,0.649786703
COPS7B,-0.105809704,0.369754725
PHKG2,-0.008847144,0.871480051
RAD9A,0.018757355,0.856578676
NECTIN2,-0.184796029,0.25033649
CD74,-0.121173739,0.795248926
UGT1A7C,-0.283409156,0.149180076
ZFP318,0.098954253,0.170631488
SGSM3,0.077035122,0.284409933
SLC30A5,-0.023511529,0.640233917
LOC102555457,0.062849021,0.424110184
SLC16A11,-0.149416103,0.325574983
ACSS2,-0.060322862,0.093250741
MPP7,0.36078237,0.01799877
EIF3C,0.029170443,0.72972059
RSPH3,0.14227167,0.413553956
POLD4,-0.18309047,0.371648062
RRP8,-0.147856329,0.073026637
RBM17,-0.030047252,0.477757541
PMAIP1,0.011219832,0.920595468
MTRF1L,-0.016454164,0.844489922
LOC100911847,-0.063045212,0.41098579
CYSTM1,-0.08028315,0.523745997
CADM1,0.047971539,0.540326751
MAP1S,0.068417964,0.220361517
GMNN,-0.177774379,0.14049927
BCAS2,0.082540533,0.146783067
JPH3,0.03614743,0.564124279
SLC16A13,0.046970244,0.586849131
BTBD2,-0.051869822,0.441895764
KCNH4,-0.214766173,0.257093749
DNLZ,-0.118073732,0.208488068
TEKT4,-0.071399768,0.842827851
RPL18A,-0.09791577,0.200396737
HERPUD1,-0.004252077,0.941007126
MYRIP,-0.064647613,0.098638261
BCAN,-0.064339323,0.236938142
AC109048.1,-0.009943167,0.851919973
MRTFA,0.046432388,0.531502787
RIPOR2,0.103615394,0.113703651
VIP,-0.003382144,0.965988071
PSMD5,0.044520508,0.596254954
RPP25,-0.136033842,0.392120928
PLK1,0.158154016,0.548010731
COX5A,-0.000601448,0.990153755
TXNL1,0.024632932,0.654262374
PLAC8L1,0.668346713,0.170627716
SLC5A5,0.268539146,0.334582754
NISCH,0.062153008,0.048913936
SLC7A5,-0.202414282,0.011003586
DCAF11,-0.030239497,0.351619875
LOC103694905,-0.533307145,0.021955924
RGD1308134,-0.234862751,0.047687375
AFF3,0.161978048,0.346526968
NOTCH2,-0.057730971,0.611940387
RGD1559896,-0.187304484,0.086596186
PAOX,-0.092599496,0.205437391
NTRK2,-0.074640887,0.196289078
RNF40,0.024946006,0.708081652
SOX8,0.034764895,0.660014215
SNAPC4,0.121828729,0.143545132
STX5,0.027782837,0.566149731
EIF1B,-0.029467941,0.610342294
TCERG1,0.111458263,0.009981949
TTC9B,-0.128587788,0.255303019
PPP2R2B,0.074215646,0.272742345
NPPC,0.108891455,0.558163907
PIK3IP1,-0.096119837,0.399460985
MTG1,-0.063085969,0.607885537
ABCC10,-0.064976448,0.472465823
ADAMTS12,0.158652185,0.44871314
KLHDC7A,-0.159139013,0.629274664
HAPLN2,-0.142267384,0.094049608
FAM168A,0.020962251,0.671360575
PHF19,0.169306353,0.53909633
ENTR1,-0.027080068,0.430625484
ZFP629,0.026097298,0.670954661
SSH3,0.061334241,0.320931578
RNASEK,0.188468408,0.388977167
TTC13,-0.01310886,0.867434217
AABR07071891.1,0.183612612,0.02481261
PRXL2C,0.230393391,0.415047573
MCHR1,0.009713717,0.951145912
MPI,0.03470527,0.697358318
C5,0.235322599,0.658833062
RAB14,0.028866072,0.465900072
PIK3R1,-0.03733333,0.592235901
DTYMK,0.053572738,0.4053398
GHDC,-0.110499792,0.131921916
ARV1,0.051759745,0.531870628
ABHD11,0.007786584,0.922076237
PFKFB3,0.123228739,0.211388491
NAPG,0.105143836,0.344275558
TAGAP,-0.685375764,0.085171624
BCL7C,-0.157866487,0.158041324
SLC25A17,0.049960936,0.402261516
AABR07041089.1,-0.05654938,0.569729489
AC117330.1,-0.070048117,0.84349806
SPRN,0.169713524,0.205783044
AABR07002774.1,-0.03311003,0.853179018
KIF20B,0.259507467,0.396718113
DIS3L2,0.106183734,0.123400446
CCDC124,-0.091703778,0.27965593
RGD1560015,-0.053411081,0.337288544
ZFP780B-PS1,-0.022748443,0.887211318
GSTM2,0.001671538,0.983947742
MKX,-0.188115231,0.71830721
REXO2,-0.018121062,0.72189435
SLC28A1,0.150402596,0.771304942
TNNC1,-0.030932904,0.808455522
PANK1,-0.070075419,0.437848976
NUTF2,-0.01070699,0.750875767
